crew_id,name,assigned_flight,base,duty_start,duty_end,rest_hours_prior,last_flight_end,fatigue_score,role
DL6154_C4,Crew_4,DL6154,ORD,2025-06-21 08:08:00,2025-06-21 12:53:00,10,2025-06-20 22:08:00,1.4000000000000001,Attendant
DL5717_C0,Crew_0,DL5717,ORD,2025-07-01 00:45:00,2025-07-01 04:19:00,10,2025-06-30 14:45:00,1.4000000000000001,Pilot
DL5717_C1,Crew_1,DL5717,ORD,2025-07-01 00:45:00,2025-07-01 04:19:00,10,2025-06-30 14:45:00,1.4000000000000001,Attendant
DL5717_C2,Crew_2,DL5717,ORD,2025-07-01 00:45:00,2025-07-01 04:19:00,10,2025-06-30 14:45:00,1.4000000000000001,Attendant
DL5717_C3,Crew_3,DL5717,ORD,2025-07-01 00:45:00,2025-07-01 04:19:00,10,2025-06-30 14:45:00,1.4000000000000001,Attendant
DL5717_C4,Crew_4,DL5717,ORD,2025-07-01 00:45:00,2025-07-01 04:19:00,10,2025-06-30 14:45:00,1.4000000000000001,Attendant
DL5717_C5,Crew_5,DL5717,ORD,2025-07-01 00:45:00,2025-07-01 04:19:00,10,2025-06-30 14:45:00,1.4000000000000001,Attendant
UA753_C0,Crew_0,UA753,ORD,2025-06-20 02:41:00,2025-06-20 04:59:00,10,2025-06-19 16:41:00,1.4000000000000001,Pilot
UA753_C1,Crew_1,UA753,ORD,2025-06-20 02:41:00,2025-06-20 04:59:00,10,2025-06-19 16:41:00,1.4000000000000001,Attendant
UA753_C2,Crew_2,UA753,ORD,2025-06-20 02:41:00,2025-06-20 04:59:00,10,2025-06-19 16:41:00,1.4000000000000001,Attendant
UA753_C3,Crew_3,UA753,ORD,2025-06-20 02:41:00,2025-06-20 04:59:00,10,2025-06-19 16:41:00,1.4000000000000001,Attendant
JB4449_C0,Crew_0,JB4449,ORD,2025-06-30 02:18:00,2025-06-30 04:03:00,10,2025-06-29 16:18:00,1.4000000000000001,Pilot
JB4449_C1,Crew_1,JB4449,ORD,2025-06-30 02:18:00,2025-06-30 04:03:00,10,2025-06-29 16:18:00,1.4000000000000001,Attendant
JB4449_C2,Crew_2,JB4449,ORD,2025-06-30 02:18:00,2025-06-30 04:03:00,10,2025-06-29 16:18:00,1.4000000000000001,Attendant
JB4449_C3,Crew_3,JB4449,ORD,2025-06-30 02:18:00,2025-06-30 04:03:00,10,2025-06-29 16:18:00,1.4000000000000001,Attendant
AA5078_C0,Crew_0,AA5078,ORD,2025-07-06 16:32:00,2025-07-06 19:52:00,10,2025-07-06 06:32:00,1.4000000000000001,Pilot
AA5078_C1,Crew_1,AA5078,ORD,2025-07-06 16:32:00,2025-07-06 19:52:00,10,2025-07-06 06:32:00,1.4000000000000001,Attendant
AA5078_C2,Crew_2,AA5078,ORD,2025-07-06 16:32:00,2025-07-06 19:52:00,10,2025-07-06 06:32:00,1.4000000000000001,Attendant
AA5078_C3,Crew_3,AA5078,ORD,2025-07-06 16:32:00,2025-07-06 19:52:00,10,2025-07-06 06:32:00,1.4000000000000001,Attendant
SW5521_C0,Crew_0,SW5521,ORD,2025-06-21 03:09:00,2025-06-21 05:55:00,10,2025-06-20 17:09:00,1.4000000000000001,Pilot
SW5521_C1,Crew_1,SW5521,ORD,2025-06-21 03:09:00,2025-06-21 05:55:00,10,2025-06-20 17:09:00,1.4000000000000001,Attendant
SW5521_C2,Crew_2,SW5521,ORD,2025-06-21 03:09:00,2025-06-21 05:55:00,10,2025-06-20 17:09:00,1.4000000000000001,Attendant
SW5521_C3,Crew_3,SW5521,ORD,2025-06-21 03:09:00,2025-06-21 05:55:00,10,2025-06-20 17:09:00,1.4000000000000001,Attendant
SW5521_C4,Crew_4,SW5521,ORD,2025-06-21 03:09:00,2025-06-21 05:55:00,10,2025-06-20 17:09:00,1.4000000000000001,Attendant
JB541_C0,Crew_0,JB541,ORD,2025-06-24 00:24:00,2025-06-24 04:03:00,10,2025-06-23 14:24:00,1.4000000000000001,Pilot
JB541_C1,Crew_1,JB541,ORD,2025-06-24 00:24:00,2025-06-24 04:03:00,10,2025-06-23 14:24:00,1.4000000000000001,Attendant
JB541_C2,Crew_2,JB541,ORD,2025-06-24 00:24:00,2025-06-24 04:03:00,10,2025-06-23 14:24:00,1.4000000000000001,Attendant
JB541_C3,Crew_3,JB541,ORD,2025-06-24 00:24:00,2025-06-24 04:03:00,10,2025-06-23 14:24:00,1.4000000000000001,Attendant
JB541_C4,Crew_4,JB541,ORD,2025-06-24 00:24:00,2025-06-24 04:03:00,10,2025-06-23 14:24:00,1.4000000000000001,Attendant
JB4525_C0,Crew_0,JB4525,ORD,2025-06-26 05:23:00,2025-06-26 09:30:00,10,2025-06-25 19:23:00,1.4000000000000001,Pilot
JB4525_C1,Crew_1,JB4525,ORD,2025-06-26 05:23:00,2025-06-26 09:30:00,10,2025-06-25 19:23:00,1.4000000000000001,Attendant
JB4525_C2,Crew_2,JB4525,ORD,2025-06-26 05:23:00,2025-06-26 09:30:00,10,2025-06-25 19:23:00,1.4000000000000001,Attendant
JB4525_C3,Crew_3,JB4525,ORD,2025-06-26 05:23:00,2025-06-26 09:30:00,10,2025-06-25 19:23:00,1.4000000000000001,Attendant
AA9505_C0,Crew_0,AA9505,ORD,2025-06-22 21:03:00,2025-06-23 01:46:00,10,2025-06-22 11:03:00,1.4000000000000001,Pilot
AA9505_C1,Crew_1,AA9505,ORD,2025-06-22 21:03:00,2025-06-23 01:46:00,10,2025-06-22 11:03:00,1.4000000000000001,Attendant
AA9505_C2,Crew_2,AA9505,ORD,2025-06-22 21:03:00,2025-06-23 01:46:00,10,2025-06-22 11:03:00,1.4000000000000001,Attendant
AA9505_C3,Crew_3,AA9505,ORD,2025-06-22 21:03:00,2025-06-23 01:46:00,10,2025-06-22 11:03:00,1.4000000000000001,Attendant
AA9505_C4,Crew_4,AA9505,ORD,2025-06-22 21:03:00,2025-06-23 01:46:00,10,2025-06-22 11:03:00,1.4000000000000001,Attendant
AA9505_C5,Crew_5,AA9505,ORD,2025-06-22 21:03:00,2025-06-23 01:46:00,10,2025-06-22 11:03:00,1.4000000000000001,Attendant
DL5139_C0,Crew_0,DL5139,ORD,2025-06-21 10:59:00,2025-06-21 12:14:00,10,2025-06-21 00:59:00,1.4000000000000001,Pilot
DL5139_C1,Crew_1,DL5139,ORD,2025-06-21 10:59:00,2025-06-21 12:14:00,10,2025-06-21 00:59:00,1.4000000000000001,Attendant
DL5139_C2,Crew_2,DL5139,ORD,2025-06-21 10:59:00,2025-06-21 12:14:00,10,2025-06-21 00:59:00,1.4000000000000001,Attendant
DL5139_C3,Crew_3,DL5139,ORD,2025-06-21 10:59:00,2025-06-21 12:14:00,10,2025-06-21 00:59:00,1.4000000000000001,Attendant
DL5139_C4,Crew_4,DL5139,ORD,2025-06-21 10:59:00,2025-06-21 12:14:00,10,2025-06-21 00:59:00,1.4000000000000001,Attendant
SW4822_C0,Crew_0,SW4822,ORD,2025-07-06 22:37:00,2025-07-07 02:34:00,10,2025-07-06 12:37:00,1.4000000000000001,Pilot
SW4822_C1,Crew_1,SW4822,ORD,2025-07-06 22:37:00,2025-07-07 02:34:00,10,2025-07-06 12:37:00,1.4000000000000001,Attendant
SW4822_C2,Crew_2,SW4822,ORD,2025-07-06 22:37:00,2025-07-07 02:34:00,10,2025-07-06 12:37:00,1.4000000000000001,Attendant
SW4822_C3,Crew_3,SW4822,ORD,2025-07-06 22:37:00,2025-07-07 02:34:00,10,2025-07-06 12:37:00,1.4000000000000001,Attendant
JB9769_C0,Crew_0,JB9769,ORD,2025-06-19 21:26:00,2025-06-19 22:58:00,10,2025-06-19 11:26:00,1.4000000000000001,Pilot
JB9769_C1,Crew_1,JB9769,ORD,2025-06-19 21:26:00,2025-06-19 22:58:00,10,2025-06-19 11:26:00,1.4000000000000001,Attendant
JB9769_C2,Crew_2,JB9769,ORD,2025-06-19 21:26:00,2025-06-19 22:58:00,10,2025-06-19 11:26:00,1.4000000000000001,Attendant
JB9769_C3,Crew_3,JB9769,ORD,2025-06-19 21:26:00,2025-06-19 22:58:00,10,2025-06-19 11:26:00,1.4000000000000001,Attendant
JB9769_C4,Crew_4,JB9769,ORD,2025-06-19 21:26:00,2025-06-19 22:58:00,10,2025-06-19 11:26:00,1.4000000000000001,Attendant
SW4045_C0,Crew_0,SW4045,ORD,2025-06-21 19:15:00,2025-06-21 22:51:00,10,2025-06-21 09:15:00,1.4000000000000001,Pilot
SW4045_C1,Crew_1,SW4045,ORD,2025-06-21 19:15:00,2025-06-21 22:51:00,10,2025-06-21 09:15:00,1.4000000000000001,Attendant
SW4045_C2,Crew_2,SW4045,ORD,2025-06-21 19:15:00,2025-06-21 22:51:00,10,2025-06-21 09:15:00,1.4000000000000001,Attendant
SW4045_C3,Crew_3,SW4045,ORD,2025-06-21 19:15:00,2025-06-21 22:51:00,10,2025-06-21 09:15:00,1.4000000000000001,Attendant
AL4261_C0,Crew_0,AL4261,ORD,2025-06-28 18:36:00,2025-06-28 21:34:00,10,2025-06-28 08:36:00,1.4000000000000001,Pilot
AL4261_C1,Crew_1,AL4261,ORD,2025-06-28 18:36:00,2025-06-28 21:34:00,10,2025-06-28 08:36:00,1.4000000000000001,Attendant
AL4261_C2,Crew_2,AL4261,ORD,2025-06-28 18:36:00,2025-06-28 21:34:00,10,2025-06-28 08:36:00,1.4000000000000001,Attendant
AL4261_C3,Crew_3,AL4261,ORD,2025-06-28 18:36:00,2025-06-28 21:34:00,10,2025-06-28 08:36:00,1.4000000000000001,Attendant
JB3494_C0,Crew_0,JB3494,ORD,2025-06-21 07:56:00,2025-06-21 12:28:00,10,2025-06-20 21:56:00,1.4000000000000001,Pilot
JB3494_C1,Crew_1,JB3494,ORD,2025-06-21 07:56:00,2025-06-21 12:28:00,10,2025-06-20 21:56:00,1.4000000000000001,Attendant
JB3494_C2,Crew_2,JB3494,ORD,2025-06-21 07:56:00,2025-06-21 12:28:00,10,2025-06-20 21:56:00,1.4000000000000001,Attendant
JB3494_C3,Crew_3,JB3494,ORD,2025-06-21 07:56:00,2025-06-21 12:28:00,10,2025-06-20 21:56:00,1.4000000000000001,Attendant
JB3494_C4,Crew_4,JB3494,ORD,2025-06-21 07:56:00,2025-06-21 12:28:00,10,2025-06-20 21:56:00,1.4000000000000001,Attendant
AL1141_C0,Crew_0,AL1141,ORD,2025-07-12 03:37:00,2025-07-12 05:06:00,10,2025-07-11 17:37:00,1.4000000000000001,Pilot
AL1141_C1,Crew_1,AL1141,ORD,2025-07-12 03:37:00,2025-07-12 05:06:00,10,2025-07-11 17:37:00,1.4000000000000001,Attendant
AL1141_C2,Crew_2,AL1141,ORD,2025-07-12 03:37:00,2025-07-12 05:06:00,10,2025-07-11 17:37:00,1.4000000000000001,Attendant
AL1141_C3,Crew_3,AL1141,ORD,2025-07-12 03:37:00,2025-07-12 05:06:00,10,2025-07-11 17:37:00,1.4000000000000001,Attendant
DL1176_C0,Crew_0,DL1176,ORD,2025-07-02 20:49:00,2025-07-03 00:24:00,10,2025-07-02 10:49:00,1.4000000000000001,Pilot
DL1176_C1,Crew_1,DL1176,ORD,2025-07-02 20:49:00,2025-07-03 00:24:00,10,2025-07-02 10:49:00,1.4000000000000001,Attendant
DL1176_C2,Crew_2,DL1176,ORD,2025-07-02 20:49:00,2025-07-03 00:24:00,10,2025-07-02 10:49:00,1.4000000000000001,Attendant
DL1176_C3,Crew_3,DL1176,ORD,2025-07-02 20:49:00,2025-07-03 00:24:00,10,2025-07-02 10:49:00,1.4000000000000001,Attendant
DL1176_C4,Crew_4,DL1176,ORD,2025-07-02 20:49:00,2025-07-03 00:24:00,10,2025-07-02 10:49:00,1.4000000000000001,Attendant
AL7272_C0,Crew_0,AL7272,ORD,2025-06-19 23:45:00,2025-06-20 01:48:00,10,2025-06-19 13:45:00,1.4000000000000001,Pilot
AL7272_C1,Crew_1,AL7272,ORD,2025-06-19 23:45:00,2025-06-20 01:48:00,10,2025-06-19 13:45:00,1.4000000000000001,Attendant
AL7272_C2,Crew_2,AL7272,ORD,2025-06-19 23:45:00,2025-06-20 01:48:00,10,2025-06-19 13:45:00,1.4000000000000001,Attendant
AL7272_C3,Crew_3,AL7272,ORD,2025-06-19 23:45:00,2025-06-20 01:48:00,10,2025-06-19 13:45:00,1.4000000000000001,Attendant
AL7272_C4,Crew_4,AL7272,ORD,2025-06-19 23:45:00,2025-06-20 01:48:00,10,2025-06-19 13:45:00,1.4000000000000001,Attendant
AL2417_C0,Crew_0,AL2417,ORD,2025-06-21 22:01:00,2025-06-22 01:30:00,10,2025-06-21 12:01:00,1.4000000000000001,Pilot
AL2417_C1,Crew_1,AL2417,ORD,2025-06-21 22:01:00,2025-06-22 01:30:00,10,2025-06-21 12:01:00,1.4000000000000001,Attendant
AL2417_C2,Crew_2,AL2417,ORD,2025-06-21 22:01:00,2025-06-22 01:30:00,10,2025-06-21 12:01:00,1.4000000000000001,Attendant
AL2417_C3,Crew_3,AL2417,ORD,2025-06-21 22:01:00,2025-06-22 01:30:00,10,2025-06-21 12:01:00,1.4000000000000001,Attendant
AL2417_C4,Crew_4,AL2417,ORD,2025-06-21 22:01:00,2025-06-22 01:30:00,10,2025-06-21 12:01:00,1.4000000000000001,Attendant
AL7037_C0,Crew_0,AL7037,ORD,2025-06-22 11:04:00,2025-06-22 14:49:00,10,2025-06-22 01:04:00,1.4000000000000001,Pilot
AL7037_C1,Crew_1,AL7037,ORD,2025-06-22 11:04:00,2025-06-22 14:49:00,10,2025-06-22 01:04:00,1.4000000000000001,Attendant
AL7037_C2,Crew_2,AL7037,ORD,2025-06-22 11:04:00,2025-06-22 14:49:00,10,2025-06-22 01:04:00,1.4000000000000001,Attendant
AL7037_C3,Crew_3,AL7037,ORD,2025-06-22 11:04:00,2025-06-22 14:49:00,10,2025-06-22 01:04:00,1.4000000000000001,Attendant
AA1398_C0,Crew_0,AA1398,ORD,2025-07-08 14:59:00,2025-07-08 18:36:00,10,2025-07-08 04:59:00,1.4000000000000001,Pilot
AA1398_C1,Crew_1,AA1398,ORD,2025-07-08 14:59:00,2025-07-08 18:36:00,10,2025-07-08 04:59:00,1.4000000000000001,Attendant
AA1398_C2,Crew_2,AA1398,ORD,2025-07-08 14:59:00,2025-07-08 18:36:00,10,2025-07-08 04:59:00,1.4000000000000001,Attendant
AA1398_C3,Crew_3,AA1398,ORD,2025-07-08 14:59:00,2025-07-08 18:36:00,10,2025-07-08 04:59:00,1.4000000000000001,Attendant
SW7942_C0,Crew_0,SW7942,ORD,2025-06-21 04:48:00,2025-06-21 07:07:00,10,2025-06-20 18:48:00,1.4000000000000001,Pilot
SW7942_C1,Crew_1,SW7942,ORD,2025-06-21 04:48:00,2025-06-21 07:07:00,10,2025-06-20 18:48:00,1.4000000000000001,Attendant
SW7942_C2,Crew_2,SW7942,ORD,2025-06-21 04:48:00,2025-06-21 07:07:00,10,2025-06-20 18:48:00,1.4000000000000001,Attendant
SW7942_C3,Crew_3,SW7942,ORD,2025-06-21 04:48:00,2025-06-21 07:07:00,10,2025-06-20 18:48:00,1.4000000000000001,Attendant
SW7732_C0,Crew_0,SW7732,ORD,2025-07-17 10:36:00,2025-07-17 11:54:00,10,2025-07-17 00:36:00,1.4000000000000001,Pilot
SW7732_C1,Crew_1,SW7732,ORD,2025-07-17 10:36:00,2025-07-17 11:54:00,10,2025-07-17 00:36:00,1.4000000000000001,Attendant
SW7732_C2,Crew_2,SW7732,ORD,2025-07-17 10:36:00,2025-07-17 11:54:00,10,2025-07-17 00:36:00,1.4000000000000001,Attendant
SW7732_C3,Crew_3,SW7732,ORD,2025-07-17 10:36:00,2025-07-17 11:54:00,10,2025-07-17 00:36:00,1.4000000000000001,Attendant
SW7732_C4,Crew_4,SW7732,ORD,2025-07-17 10:36:00,2025-07-17 11:54:00,10,2025-07-17 00:36:00,1.4000000000000001,Attendant
SW7732_C5,Crew_5,SW7732,ORD,2025-07-17 10:36:00,2025-07-17 11:54:00,10,2025-07-17 00:36:00,1.4000000000000001,Attendant
SW3442_C0,Crew_0,SW3442,ORD,2025-07-07 02:58:00,2025-07-07 06:01:00,10,2025-07-06 16:58:00,1.4000000000000001,Pilot
SW3442_C1,Crew_1,SW3442,ORD,2025-07-07 02:58:00,2025-07-07 06:01:00,10,2025-07-06 16:58:00,1.4000000000000001,Attendant
SW3442_C2,Crew_2,SW3442,ORD,2025-07-07 02:58:00,2025-07-07 06:01:00,10,2025-07-06 16:58:00,1.4000000000000001,Attendant
SW3442_C3,Crew_3,SW3442,ORD,2025-07-07 02:58:00,2025-07-07 06:01:00,10,2025-07-06 16:58:00,1.4000000000000001,Attendant
SW3442_C4,Crew_4,SW3442,ORD,2025-07-07 02:58:00,2025-07-07 06:01:00,10,2025-07-06 16:58:00,1.4000000000000001,Attendant
UA6706_C0,Crew_0,UA6706,ORD,2025-06-30 05:52:00,2025-06-30 09:58:00,10,2025-06-29 19:52:00,1.4000000000000001,Pilot
UA6706_C1,Crew_1,UA6706,ORD,2025-06-30 05:52:00,2025-06-30 09:58:00,10,2025-06-29 19:52:00,1.4000000000000001,Attendant
UA6706_C2,Crew_2,UA6706,ORD,2025-06-30 05:52:00,2025-06-30 09:58:00,10,2025-06-29 19:52:00,1.4000000000000001,Attendant
UA6706_C3,Crew_3,UA6706,ORD,2025-06-30 05:52:00,2025-06-30 09:58:00,10,2025-06-29 19:52:00,1.4000000000000001,Attendant
UA6706_C4,Crew_4,UA6706,ORD,2025-06-30 05:52:00,2025-06-30 09:58:00,10,2025-06-29 19:52:00,1.4000000000000001,Attendant
SW5239_C0,Crew_0,SW5239,ORD,2025-06-26 21:23:00,2025-06-26 22:27:00,10,2025-06-26 11:23:00,1.4000000000000001,Pilot
SW5239_C1,Crew_1,SW5239,ORD,2025-06-26 21:23:00,2025-06-26 22:27:00,10,2025-06-26 11:23:00,1.4000000000000001,Attendant
SW5239_C2,Crew_2,SW5239,ORD,2025-06-26 21:23:00,2025-06-26 22:27:00,10,2025-06-26 11:23:00,1.4000000000000001,Attendant
SW5239_C3,Crew_3,SW5239,ORD,2025-06-26 21:23:00,2025-06-26 22:27:00,10,2025-06-26 11:23:00,1.4000000000000001,Attendant
JB4020_C0,Crew_0,JB4020,ORD,2025-07-16 05:29:00,2025-07-16 09:38:00,10,2025-07-15 19:29:00,1.4000000000000001,Pilot
JB4020_C1,Crew_1,JB4020,ORD,2025-07-16 05:29:00,2025-07-16 09:38:00,10,2025-07-15 19:29:00,1.4000000000000001,Attendant
JB4020_C2,Crew_2,JB4020,ORD,2025-07-16 05:29:00,2025-07-16 09:38:00,10,2025-07-15 19:29:00,1.4000000000000001,Attendant
JB4020_C3,Crew_3,JB4020,ORD,2025-07-16 05:29:00,2025-07-16 09:38:00,10,2025-07-15 19:29:00,1.4000000000000001,Attendant
JB4020_C4,Crew_4,JB4020,ORD,2025-07-16 05:29:00,2025-07-16 09:38:00,10,2025-07-15 19:29:00,1.4000000000000001,Attendant
JB4020_C5,Crew_5,JB4020,ORD,2025-07-16 05:29:00,2025-07-16 09:38:00,10,2025-07-15 19:29:00,1.4000000000000001,Attendant
UA9402_C0,Crew_0,UA9402,ORD,2025-07-03 13:12:00,2025-07-03 17:34:00,10,2025-07-03 03:12:00,1.4000000000000001,Pilot
UA9402_C1,Crew_1,UA9402,ORD,2025-07-03 13:12:00,2025-07-03 17:34:00,10,2025-07-03 03:12:00,1.4000000000000001,Attendant
UA9402_C2,Crew_2,UA9402,ORD,2025-07-03 13:12:00,2025-07-03 17:34:00,10,2025-07-03 03:12:00,1.4000000000000001,Attendant
UA9402_C3,Crew_3,UA9402,ORD,2025-07-03 13:12:00,2025-07-03 17:34:00,10,2025-07-03 03:12:00,1.4000000000000001,Attendant
UA9402_C4,Crew_4,UA9402,ORD,2025-07-03 13:12:00,2025-07-03 17:34:00,10,2025-07-03 03:12:00,1.4000000000000001,Attendant
UA9402_C5,Crew_5,UA9402,ORD,2025-07-03 13:12:00,2025-07-03 17:34:00,10,2025-07-03 03:12:00,1.4000000000000001,Attendant
AL6743_C0,Crew_0,AL6743,ORD,2025-07-16 00:19:00,2025-07-16 04:58:00,10,2025-07-15 14:19:00,1.4000000000000001,Pilot
AL6743_C1,Crew_1,AL6743,ORD,2025-07-16 00:19:00,2025-07-16 04:58:00,10,2025-07-15 14:19:00,1.4000000000000001,Attendant
AL6743_C2,Crew_2,AL6743,ORD,2025-07-16 00:19:00,2025-07-16 04:58:00,10,2025-07-15 14:19:00,1.4000000000000001,Attendant
AL6743_C3,Crew_3,AL6743,ORD,2025-07-16 00:19:00,2025-07-16 04:58:00,10,2025-07-15 14:19:00,1.4000000000000001,Attendant
AL6743_C4,Crew_4,AL6743,ORD,2025-07-16 00:19:00,2025-07-16 04:58:00,10,2025-07-15 14:19:00,1.4000000000000001,Attendant
AL6743_C5,Crew_5,AL6743,ORD,2025-07-16 00:19:00,2025-07-16 04:58:00,10,2025-07-15 14:19:00,1.4000000000000001,Attendant
DL211_C0,Crew_0,DL211,ORD,2025-07-09 22:30:00,2025-07-10 00:52:00,10,2025-07-09 12:30:00,1.4000000000000001,Pilot
DL211_C1,Crew_1,DL211,ORD,2025-07-09 22:30:00,2025-07-10 00:52:00,10,2025-07-09 12:30:00,1.4000000000000001,Attendant
DL211_C2,Crew_2,DL211,ORD,2025-07-09 22:30:00,2025-07-10 00:52:00,10,2025-07-09 12:30:00,1.4000000000000001,Attendant
DL211_C3,Crew_3,DL211,ORD,2025-07-09 22:30:00,2025-07-10 00:52:00,10,2025-07-09 12:30:00,1.4000000000000001,Attendant
DL211_C4,Crew_4,DL211,ORD,2025-07-09 22:30:00,2025-07-10 00:52:00,10,2025-07-09 12:30:00,1.4000000000000001,Attendant
DL3792_C0,Crew_0,DL3792,ORD,2025-07-12 16:33:00,2025-07-12 19:34:00,10,2025-07-12 06:33:00,1.4000000000000001,Pilot
DL3792_C1,Crew_1,DL3792,ORD,2025-07-12 16:33:00,2025-07-12 19:34:00,10,2025-07-12 06:33:00,1.4000000000000001,Attendant
DL3792_C2,Crew_2,DL3792,ORD,2025-07-12 16:33:00,2025-07-12 19:34:00,10,2025-07-12 06:33:00,1.4000000000000001,Attendant
DL3792_C3,Crew_3,DL3792,ORD,2025-07-12 16:33:00,2025-07-12 19:34:00,10,2025-07-12 06:33:00,1.4000000000000001,Attendant
AA8684_C0,Crew_0,AA8684,ORD,2025-07-12 21:09:00,2025-07-13 00:53:00,10,2025-07-12 11:09:00,1.4000000000000001,Pilot
AA8684_C1,Crew_1,AA8684,ORD,2025-07-12 21:09:00,2025-07-13 00:53:00,10,2025-07-12 11:09:00,1.4000000000000001,Attendant
AA8684_C2,Crew_2,AA8684,ORD,2025-07-12 21:09:00,2025-07-13 00:53:00,10,2025-07-12 11:09:00,1.4000000000000001,Attendant
AA8684_C3,Crew_3,AA8684,ORD,2025-07-12 21:09:00,2025-07-13 00:53:00,10,2025-07-12 11:09:00,1.4000000000000001,Attendant
AA8684_C4,Crew_4,AA8684,ORD,2025-07-12 21:09:00,2025-07-13 00:53:00,10,2025-07-12 11:09:00,1.4000000000000001,Attendant
AA8684_C5,Crew_5,AA8684,ORD,2025-07-12 21:09:00,2025-07-13 00:53:00,10,2025-07-12 11:09:00,1.4000000000000001,Attendant
JB4939_C0,Crew_0,JB4939,ORD,2025-06-22 02:36:00,2025-06-22 06:53:00,10,2025-06-21 16:36:00,1.4000000000000001,Pilot
JB4939_C1,Crew_1,JB4939,ORD,2025-06-22 02:36:00,2025-06-22 06:53:00,10,2025-06-21 16:36:00,1.4000000000000001,Attendant
JB4939_C2,Crew_2,JB4939,ORD,2025-06-22 02:36:00,2025-06-22 06:53:00,10,2025-06-21 16:36:00,1.4000000000000001,Attendant
JB4939_C3,Crew_3,JB4939,ORD,2025-06-22 02:36:00,2025-06-22 06:53:00,10,2025-06-21 16:36:00,1.4000000000000001,Attendant
SW9225_C0,Crew_0,SW9225,ORD,2025-06-26 17:40:00,2025-06-26 20:30:00,10,2025-06-26 07:40:00,1.4000000000000001,Pilot
SW9225_C1,Crew_1,SW9225,ORD,2025-06-26 17:40:00,2025-06-26 20:30:00,10,2025-06-26 07:40:00,1.4000000000000001,Attendant
SW9225_C2,Crew_2,SW9225,ORD,2025-06-26 17:40:00,2025-06-26 20:30:00,10,2025-06-26 07:40:00,1.4000000000000001,Attendant
SW9225_C3,Crew_3,SW9225,ORD,2025-06-26 17:40:00,2025-06-26 20:30:00,10,2025-06-26 07:40:00,1.4000000000000001,Attendant
UA8179_C0,Crew_0,UA8179,ORD,2025-06-30 10:43:00,2025-06-30 13:00:00,10,2025-06-30 00:43:00,1.4000000000000001,Pilot
UA8179_C1,Crew_1,UA8179,ORD,2025-06-30 10:43:00,2025-06-30 13:00:00,10,2025-06-30 00:43:00,1.4000000000000001,Attendant
UA8179_C2,Crew_2,UA8179,ORD,2025-06-30 10:43:00,2025-06-30 13:00:00,10,2025-06-30 00:43:00,1.4000000000000001,Attendant
UA8179_C3,Crew_3,UA8179,ORD,2025-06-30 10:43:00,2025-06-30 13:00:00,10,2025-06-30 00:43:00,1.4000000000000001,Attendant
UA6999_C0,Crew_0,UA6999,ORD,2025-06-25 19:38:00,2025-06-25 22:29:00,10,2025-06-25 09:38:00,1.4000000000000001,Pilot
